ID, Name
1,21916
1,21917
2,21918
3,21919
3,21920
3,21921
4,21922
4,21923
4,21924
4,21925
4,21926
4,21927
5,21928
5,21929
5,21918
5,21930
5,21931
6,21928
6,21932
6,21918
6,21931
7,21933
7,21934
8,21919
8,21920
9,21923
9,21935
10,21936
10,21937
10,21932
10,21931
11,21938
11,21939
12,21928
12,21932
12,21918
12,21930
12,21931
13,21937
13,21931
14,21940
14,21931
15,21941
15,21942
15,21943
16,21944
16,21945
16,21918
16,21928
16,21931
18,21946
18,21947
19,21931
20,21917
20,21948
20,21949
21,21950
21,21931
22,21937
22,21932
22,21931
23,21919
23,21951
23,21952
23,21953
24,21931
24,21954
25,21917
25,21955
25,21948
25,21956
26,21936
26,21957
26,21931
27,21931
28,21938
28,21958
29,21959
29,21922
29,21960
29,21961
30,21936
30,21957
30,21931
31,21962
31,21963
31,21922
32,21928
32,21918
32,21931
33,21934
33,21964
34,21922
34,21923
34,21965
34,21966
34,21967
34,21968
35,21944
35,21928
35,21929
35,21918
35,21931
36,21969
36,21932
36,21970
36,21931
37,21938
37,21932
37,21971
37,21931
38,21918
38,21972
39,21973
39,21974
39,21975
39,21976
39,21939
39,21922
39,21938
40,21974
40,21975
40,21976
40,21922
40,21977
41,21928
41,21929
41,21918
41,21931
42,21919
42,21978
43,21979
43,21922
43,21966
44,21941
44,21980
44,21981
44,21982
45,21938
45,21983
45,21950
45,21931
46,21928
46,21932
46,21918
46,21931
47,21932
47,21984
47,21985
47,21931
48,21986
48,21922
48,21963
49,21985
49,21987
49,21950
49,21931
50,21963
50,21922
50,21988
51,21989
51,21990
51,21991
51,21931
52,21992
52,21993
53,21962
53,21963
53,21922
54,21994
54,21963
54,21922
54,21995
55,21984
55,21931
56,21963
56,21922
56,21988
57,21962
57,21963
57,21922
58,21937
58,21929
58,21931
59,21962
59,21963
59,21922
60,21996
60,21922
61,21997
61,21931
62,21998
62,21994
62,21963
62,21922
62,21999
63,22000
63,21963
63,21922
63,22001
63,22002
64,21938
64,21939
65,21936
65,21957
65,21931
66,21984
66,21931
67,22000
67,22003
67,21922
68,21984
68,21931
69,21950
69,21931
70,22004
70,21922
71,22005
71,21938
71,22006
72,21942
72,22007
73,21937
73,21931
74,22008
74,22009
74,22010
75,21928
75,21932
75,21936
75,21918
75,22011
75,21931
76,22012
76,21922
76,22013
77,21984
77,21931
78,21984
78,21931
79,21936
79,21957
79,21931
80,21950
80,21931
81,21941
81,21942
81,21943
82,22010
82,22014
