Zip,Latitude,Longitude,Density
978,18.337004,-65.990099,0
979,18.431885,-66.0127,0
981,18.410462,-66.060533,0
982,18.409345,-65.99313,0
983,18.414408,-65.97582,0
984,18.393355,-65.972495,0
985,18.374896,-65.94691,0
986,18.393355,-65.972495,0
987,18.372228,-65.96275,0
988,18.393355,-65.972495,0
1199,42.119943,-72.604983,0
2203,42.361485,-71.060364,0
2204,42.338947,-70.919635,0
2205,42.350334,-71.053877,0
2206,42.338947,-70.919635,0
2207,42.338947,-70.919635,0
2208,42.338947,-70.919635,0
2209,42.338947,-70.919635,0
5481,44.824855,-72.895849,0
6020,41.864597,-72.91003,0
6059,41.937513,-72.92017,0
6160,41.766499,-72.693337,0
6161,41.766049,-72.671837,0
6167,41.791776,-72.718832,0
6176,41.791776,-72.718832,0
6180,41.791776,-72.718832,0
6183,41.763849,-72.673037,0
6199,41.927447,-72.680386,0
7495,40.948054,-74.083231,0
7498,40.948054,-74.083231,0
10020,40.758667,-73.98024,0
10110,40.753987,-73.980811,0
10111,40.759235,-73.97775,0
10112,40.759291,-73.97979,0
10113,40.780751,-73.977182,0
10114,40.780751,-73.977182,0
10115,40.810906,-73.96375,0
10116,40.780751,-73.977182,0
10117,40.780751,-73.977182,0
10118,40.748998,-73.986467,0
10152,40.758611,-73.97223,0
10153,40.763742,-73.97268,0
10154,40.757986,-73.97267,0
10155,40.761104,-73.968036,0
10156,40.780751,-73.977182,0
10157,40.780751,-73.977182,0
10158,40.749435,-73.9758,0
10159,40.780751,-73.977182,0
10160,40.780751,-73.977182,0
10161,40.780751,-73.977182,0
10167,40.754862,-73.97495,0
10168,40.751933,-73.976794,0
10169,40.754463,-73.97606,0
10171,40.756099,-73.97401,0
10172,40.755494,-73.97447,0
10174,40.751656,-73.97516,0
10175,40.754305,-73.979782,0
10176,40.75557,-73.978877,0
10177,40.755345,-73.97609,0
10178,40.751378,-73.978507,0
10179,40.780751,-73.977182,0
10184,40.780751,-73.977182,0
10185,40.780751,-73.977182,0
10196,40.780751,-73.977182,0
10197,40.780751,-73.977182,0
10271,40.708669,-74.01043,0
10272,40.780751,-73.977182,0
10273,40.780751,-73.977182,0
10274,40.780751,-73.977182,0
10275,40.780751,-73.977182,0
10276,40.780751,-73.977182,0
10277,40.780751,-73.977182,0
10278,40.715721,-74.00395,0
10279,40.713062,-74.00857,0
10311,40.605245,-74.179485,0
11351,40.781703,-73.831698,0
11352,40.651378,-73.870779,0
11353,40.651378,-73.870779,0
11359,40.79278,-73.776701,0
11371,40.772072,-73.87509,0
11424,40.651378,-73.870779,0
11425,40.651378,-73.870779,0
11451,40.651378,-73.870779,0
11484,40.651378,-73.870779,0
11499,40.651378,-73.870779,0
13290,43.075066,-76.17411,0
15260,40.434436,-80.024817,0
15261,40.434436,-80.024817,0
15262,40.434436,-80.024817,0
15263,40.434436,-80.024817,0
15264,40.434436,-80.024817,0
15265,40.434436,-80.024817,0
15266,40.434436,-80.024817,0
15267,40.434436,-80.024817,0
15268,40.434436,-80.024817,0
15270,40.434436,-80.024817,0
15272,40.434436,-80.024817,0
15274,40.434436,-80.024817,0
15275,40.44952,-80.179475,0
15276,40.434436,-80.024817,0
15277,40.434436,-80.024817,0
15278,40.434436,-80.024817,0
15279,40.434436,-80.024817,0
15281,40.434436,-80.024817,0
15282,40.434436,-80.024817,0
15283,40.434436,-80.024817,0
15285,40.434436,-80.024817,0
15286,40.434436,-80.024817,0
15290,40.434436,-80.024817,0
15298,40.420019,-79.939473,0
17120,40.265689,-76.882745,0
17121,40.294396,-76.893751,0
17122,40.249845,-76.871209,0
17123,40.267518,-76.883734,0
17124,40.26746,-76.885967,0
17125,40.266221,-76.882854,0
17126,40.26179,-76.880021,0
17127,40.261516,-76.880884,0
17128,40.389865,-76.782323,0
17129,40.261516,-76.880884,0
17130,40.270222,-76.882889,0
17140,40.30864,-76.846449,0
17177,40.298988,-76.847194,0
17822,40.967437,-76.604896,0
18016,40.693376,-75.471156,0
18195,40.57983,-75.579884,0
19109,39.949612,-75.163722,0
19110,39.950212,-75.163572,0
20045,38.896599,-77.0319,0
20046,38.893311,-77.014647,0
20047,38.893311,-77.014647,0
20049,38.895911,-77.020998,0
20050,38.893311,-77.014647,0
20051,38.893311,-77.014647,0
20053,38.893311,-77.014647,0
20055,38.901633,-77.020959,0
20056,38.893311,-77.014647,0
20202,38.893311,-77.014647,0
20203,38.905317,-77.046645,0
20204,38.893311,-77.014647,0
20206,38.893311,-77.014647,0
20207,38.893311,-77.014647,0
20208,38.896611,-77.011748,0
20210,38.893311,-77.014647,0
20211,38.893311,-77.014647,0
20212,38.893311,-77.014647,0
20213,38.893311,-77.014647,0
20214,38.893311,-77.014647,0
20215,38.893311,-77.014647,0
20216,38.891911,-77.014098,0
20217,38.893311,-77.014647,0
20218,38.893311,-77.014647,0
20219,38.893311,-77.014647,0
20220,38.893311,-77.014647,0
20221,38.893311,-77.014647,0
20222,38.893311,-77.014647,0
20223,38.893311,-77.014647,0
20224,38.893311,-77.014647,0
20226,38.893311,-77.014647,0
20227,38.893311,-77.014647,0
20228,38.893311,-77.014647,0
20229,38.893311,-77.014647,0
20230,38.893311,-77.014647,0
20231,38.893311,-77.014647,0
20232,38.900561,-77.039099,0
20233,38.893311,-77.014647,0
20235,38.915361,-77.057199,0
20238,38.893311,-77.014647,0
20239,38.893311,-77.014647,0
20240,38.897143,-77.040895,0
20241,38.893311,-77.014647,0
20242,38.867812,-77.028948,0
20244,38.893311,-77.014647,0
20245,38.893311,-77.014647,0
20250,38.887323,-77.03274,0
20251,38.893311,-77.014647,0
20254,38.893311,-77.014647,0
20260,38.893311,-77.014647,0
20261,38.893311,-77.014647,0
20262,38.893311,-77.014647,0
20265,38.893311,-77.014647,0
20266,38.893311,-77.014647,0
20268,38.893311,-77.014647,0
20270,38.893311,-77.014647,0
20277,38.893311,-77.014647,0
20289,38.893311,-77.014647,0
20299,38.893311,-77.014647,0
20301,38.889357,-77.031113,0
20303,38.893311,-77.014647,0
20306,38.893311,-77.014647,0
20405,38.893311,-77.014647,0
20406,38.893311,-77.014647,0
20407,38.893311,-77.014647,0
20408,38.893311,-77.014647,0
20409,38.893311,-77.014647,0
20410,38.893311,-77.014647,0
20411,38.883962,-77.022098,0
20412,38.895261,-77.022098,0
20413,38.893311,-77.014647,0
20414,38.883962,-77.022098,0
20415,38.893311,-77.014647,0
20416,38.893311,-77.014647,0
20418,38.904253,-77.05723,0
20419,38.893311,-77.014647,0
20420,38.903461,-77.027648,0
20421,38.893311,-77.014647,0
20422,38.893311,-77.014647,0
20423,38.893311,-77.014647,0
20424,38.893311,-77.014647,0
20425,38.893311,-77.014647,0
20426,38.893311,-77.014647,0
20427,38.893311,-77.014647,0
20428,38.893311,-77.014647,0
20429,38.893311,-77.014647,0
20431,38.898618,-77.042753,0
20433,38.899996,-77.041976,0
20434,38.893311,-77.014647,0
20435,38.899399,-77.040319,0
20436,38.895927,-77.021068,0
20437,38.902761,-77.048499,0
20439,38.893311,-77.014647,0
20440,38.913911,-77.045349,0
20441,38.923861,-77.036349,0
20442,38.895977,-77.017668,0
20444,38.893311,-77.014647,0
20447,38.884712,-77.025198,0
20451,38.897711,-77.044449,0
20453,38.893311,-77.014647,0
20456,38.898111,-77.040149,0
20460,38.876362,-77.018798,0
20463,38.893311,-77.014647,0
20468,38.893311,-77.014647,0
20469,38.893311,-77.014647,0
20470,38.893311,-77.014647,0
20472,38.893311,-77.014647,0
20500,38.894781,-77.036122,0
20501,38.89872,-77.036198,0
20502,38.89872,-77.036198,0
20503,38.900711,-77.043068,0
20504,38.893311,-77.014647,0
20505,38.893311,-77.014647,0
20506,38.899364,-77.037668,0
20507,38.893311,-77.014647,0
20508,38.893311,-77.014647,0
20510,38.893311,-77.014647,0
20515,38.893311,-77.014647,0
20520,38.893217,-77.048957,0
20521,38.893311,-77.014647,0
20522,38.893217,-77.048957,0
20523,38.89449,-77.047807,0
20524,38.902414,-77.032601,0
20525,38.893311,-77.014647,0
20526,38.902217,-77.043738,0
20527,38.902933,-77.036091,0
20530,38.897561,-77.026998,0
20531,38.893761,-77.021848,0
20532,38.904486,-77.017291,0
20533,38.901102,-77.032591,0
20534,38.894075,-77.01254,0
20540,38.887405,-77.004663,0
20541,38.887405,-77.004663,0
20542,38.940761,-77.028348,0
20543,38.893311,-77.014647,0
20544,38.893311,-77.014647,0
20546,38.890976,-77.021092,0
20547,38.893311,-77.014647,0
20548,38.898111,-77.017698,0
20549,38.893311,-77.014647,0
20550,38.893311,-77.014647,0
20551,38.891995,-77.045219,0
20552,38.893311,-77.014647,0
20553,38.887333,-77.023118,0
20554,38.893311,-77.014647,0
20555,38.900011,-77.040149,0
20557,38.887405,-77.004663,0
20558,38.893311,-77.014647,0
20559,38.887405,-77.004663,0
20560,38.893311,-77.014647,0
20565,38.891941,-77.018853,0
20566,38.897074,-77.05535,0
20570,38.899061,-77.040149,0
20571,38.900559,-77.034554,0
20572,38.893311,-77.014647,0
20573,38.893311,-77.014647,0
20575,38.893311,-77.014647,0
20576,38.893662,-77.023592,0
20577,38.900758,-77.034455,0
20578,38.893311,-77.014647,0
20579,38.904311,-77.044649,0
20580,38.893311,-77.014647,0
20581,38.893311,-77.014647,0
